account,order_date,asin,product_name,unit_price,quantity,order_id,order_status
JuliePhil,2003-10-06,B0000AGWEC,Measure of a Man,13.49,1,103-3569379-5306215,Closed
JuliePhil,2001-05-07,0380796090,Watermelon,6.29,1,107-8409506-5990941,Closed
JuliePhil,2001-04-17,0689825498,Dear Zoo : A Lift-The-Flap Book,5.59,1,104-7880579-8317547,Closed
JuliePhil,2001-04-17,0451202341,Back Roads,7.19,1,104-7880579-8317547,Closed
JuliePhil,2001-04-17,0375727345,House of Sand and Fog,8.4,1,104-7880579-8317547,Closed
JuliePhil,2001-03-02,0767905938,A Year by the Sea : Thoughts of an Unfinished Woman,7.77,1,102-5810156-0200144,Closed
JuliePhil,2016-05-13,B010FEVG26,"Columbia Big Boys Rain-Zilla Jacket, Night Tide/Steel, Large",34.99,1,116-5153158-3512239,Closed
JuliePhil,2020-12-07,B01BDI89SW,"Ferrero Rocher Collection, Fine Hazelnut Milk Chocolates, 24 Count, Christmas Gift Box, Assorted Coconut Candy and Chocolates, 9.1 oz, Perfect Stockin",9.49,1,112-7105457-7662646,Closed
JuliePhil,2021-01-11,B08F73NFJ2,PopSockets: PopGrip with Swappable Top for Phones and Tablets - Squirtle Knocked (Gloss),14.99,1,112-5521535-8921801,Closed
JuliePhil,2017-08-23,0425276198,A Long Way Home: A Memoir,11.44,1,112-4146207-2112260,Closed
JuliePhil,2017-08-23,B01HXU1PGC,HiLetgo LCD USB Current Voltage Doctor Charger Capacity Tester Meter Power Bank,6.99,1,112-4146207-2112260,Closed
JuliePhil,2020-12-23,B00Y1CVYDA,2 pack Lactase Enzyme Lacteeze Drops 15.5 ml Liquid,38.35,1,113-2913192-3076215,Closed
JuliePhil,2018-10-29,B01MYNAH8O,"AmazonBasics 40 Watt Equivalent,  Clear, Non-Dimmable, A19 LED Light Bulb | 6-Pack",22.8,2,111-2780239-2763439,Closed
JuliePhil,2018-10-29,B07JK7F7HN,(2-Pack) Maserus Lighting to 3.5mm Headphones Jack Adapter Cable Compatible Phone 7/7 Plus More (iOS 10 only) (White) Accessories,10.99,1,111-2780239-2763439,Closed
JuliePhil,2018-10-29,B074M8ZBJF,"AmazonBasics 100 Watt Equivalent, Daylight, Non-Dimmable, A21 LED Light Bulb | 16-Pack",48.25,1,111-2780239-2763439,Closed
JuliePhil,2018-10-29,B000HE8PEC,"SlimLine 2236 Flat Plug Extension Cord, 2-Wire, 7-Foot, White",3.37,2,111-2780239-2763439,Closed
JuliePhil,2018-10-29,B071DK732Z,CAIDU Vises Universal Mini Walnut Vise Clamp Table Bench Vice for Jewelry Nuclear Clip On DIY Carving Tool,9.95,1,111-2780239-2763439,Closed
JuliePhil,2018-10-29,B00YEMKJE2,"Philips LED Non-Dimmable A19 Frosted Light Bulb: 1500-Lumen, 5000-Kelvin, 14-Watt (100-Watt Equivalent), E26 Medium Screw Base, Daylight, 4-Pack, 455717",24.46,1,111-2780239-2763439,Closed
JuliePhil,2026-03-20,B074F28Q9M,"Amazon Basic Care Allergy Relief Loratadine Tablets 10 mg, 90 Count",7.97,1,114-5635548-3123464,Closed
JuliePhil,2017-08-16,0312323220,Under the Loving Care of the Fatherly Leader: North Korea and the Kim Dynasty,15.1,1,114-8632258-0058617,Closed
JuliePhil,2018-08-02,B0002D0BZO,"Martin M530 Phosphor Bronze Acoustic Guitar Strings, Extra Light",3.79,2,114-9223557-2817045,Closed
JuliePhil,2018-08-31,B00YL1D3US,Tools & Harware 8310000186 Kester 186 Soldering Flux Pen,10.97,1,113-4914222-3633039,Closed
JuliePhil,2016-05-04,B00AXNABDA,AC Slave Flash Light with PC sync cord cable Photo Studio Strobe Bulb OEC S-45M,16.95,1,114-7991334-5807447,Closed
JuliePhil,2016-05-04,B009CZGP4O,Ikea Suspension Ceiling Hooks Set Of 2 Steel Indoor Outdoor,7.13,1,114-7991334-5807447,Closed
JuliePhil,2016-05-04,B016I82H08,"Indoor Hammock Hanging Kit By Live Infinitely Hammock Accessories -Holds 600 Lbs-Includes Hammock Hooks, Carabiners, & Lag Bolts for Hanging Your Hammock Indoors or Anywhere You Want (Zinc Plated)",11.5,1,114-7991334-5807447,Closed
JuliePhil,2021-12-03,B01CSWPQDI,"Aerostar 16x16x1 MERV 8 Pleated Air Filter, AC Furnace Air Filter, 6 Pack (Actual Size: 15 3/4""x15 3/4""x3/4"")",35.99,1,112-0079005-5925859,Closed
JuliePhil,2025-08-23,B07QMMMYJ9,Dunlop Flow Jumbo Grip 4.20mm Guitar Picks,5.95,1,113-6966038-5548241,Closed
JuliePhil,2013-08-15,B002Q893CK,LapGear 45303 Multi-Purpose Jumbo LapDesk,20.17,1,103-3580802-5159438,Closed
JuliePhil,2020-08-20,B000M2Y2Z0,Rust-Oleum Zinsser 1-Qt. PermaWhite Exterior Satin,21,1,112-5986972-4236235,Closed
JuliePhil,2026-01-12,B01N106QP3,"Poise Incontinence & Postpartum Pads for Bladder Leaks, 5 Drop Maximum Absorbency, Regular Length, 96 Count, Packaging May Vary",29.06,1,112-6683281-8783457,Closed
JuliePhil,2024-02-22,B0C3VCLGM5,"SONGMICS Kitchen Trash Can, 13-Gallon Stainless Steel Garbage Can, with Stay-Open Lid and Step-on Pedal, Soft Closure, Tall, Large and Space-Saving, Silver and Black ULTB530E50",75.09,1,114-6787406-9314642,Closed
JuliePhil,2019-09-17,B07MK6J9RG,"IUGA High Waist Yoga Pants with Pockets, Tummy Control Yoga Capris for Women, 4 Way Stretch Capri Leggings with Pockets(Black, S)",16.95,1,111-9911216-0870623,Closed
JuliePhil,2020-07-15,B07CB9V427,"AUSTOR Desoldering Sucker and 6 Pcs Solder Braid Wick (2.0mm/2.5mm/3.0mm Width, 1.5m Length) with Flux - Desoldering Vacuum Pump Solder Removal Tool",11.99,1,114-9331588-7318614,Closed
JuliePhil,2015-12-15,B000BQK5SU,"Scotwood Industries 50B-RR Road Runner Premium Ice Melter, 50-Pound",17.99,1,102-9408102-2831402,Closed
JuliePhil,2025-01-20,B0771R5L28,"Bronson Vitamin K2 (MK7) with D3 Supplement Non-GMO Formula 5000 IU Vitamin D3 & 90 mcg Vitamin K2 MK-7 Easy to Swallow Vitamin D & K Complex, 120 Capsules.",14.99,1,113-8816022-9551442,Closed
JuliePhil,2012-08-20,078523232X,"The Noticer: Sometimes, all a person needs is a little perspective",10.87,1,002-8505780-7499443,Closed
JuliePhil,2012-08-20,B007K4FN38,One Call Away: Answering Life's Challenges with Unshakable Faith,6.8,1,002-8505780-7499443,Closed
JuliePhil,2012-08-20,0849948266,Stained Glass Hearts: Seeing Life from a Broken Perspective,11.35,1,002-8505780-7499443,Closed
JuliePhil,2012-08-20,1400203554,Constantly Craving: How to Make Sense of Always Wanting More,10.87,1,002-8505780-7499443,Closed
JuliePhil,2020-11-26,B073SP3G6D,HiLetgo 3Pair 4MM Banana Plug to Test Hook Clip Test Lead Cable for Multimeter 1M,7.39,1,114-9114040-9613848,Closed
JuliePhil,2020-11-26,B005T62WII,Pomona 3782-24-02 MINIGRABBER/Banana PLUG (SET),13.99,1,114-9114040-9613848,Closed
JuliePhil,2014-09-01,B002JPRM7I,Trimline/DP/ Vitamaster/Roadmaster/Spectrum/Tonar Safety Key (Stick),29.99,1,114-6118926-3252241,Closed
JuliePhil,2024-11-11,B07FNXPGLG,"Filtrete 20x25x1 AC Furnace Air Filter, MERV 5, MPR 300, Capture Unwanted Particles, 3-Month Pleated 1-Inch Electrostatic Air Cleaning Filter, 6-Pack (Actual Size19.69x24.69x0.81 in)",36.99,1,114-9380402-2645858,Closed
JuliePhil,2014-09-08,B0000AUSL0,Coleman 5693A703G Jug 1/2Gal Bail,15.87,1,114-7191624-2578608,Closed
JuliePhil,2014-09-08,B0092QJRPC,Creative Live! Cam Sync HD 720P Webcam,17.99,1,114-7191624-2578608,Closed
JuliePhil,2014-09-08,B000A6V0JO,"Avery Heavy-Duty View Binder with 1.5 Inch One Touch EZD Ring, Black, 1 Binder (79695)",6.82,1,114-7191624-2578608,Closed
JuliePhil,2014-09-08,B00HHZAM04,"Scalpmaster Shampoo Brush, 1 each (Pack of 3)",5.04,1,114-7191624-2578608,Closed
JuliePhil,2025-10-24,B0BDL3X9G8,"Amazon Basics Corrugated Cardboard Cat Scratchers, 4 Pack, White",23.99,1,111-7703836-6854645,Closed
JuliePhil,2022-07-13,B08P131N24,KF-94 Face Mask - Good Manner - Korea Filter (20),18.25,1,111-7339271-5416261,Closed
JuliePhil,2023-10-03,B0CF78QYXJ,"VENNS WITH BENEFITS - The Hilarious Venn Diagram Party Game, for 3+ Creative & Witty Players",29.99,1,114-1631657-1300200,Closed
JuliePhil,2025-08-18,B0DZNG7GHX,"Retainer Case, Compatible with Invisalign, Vivera, Slim Aligner Case with Vent Holes, Portable Orthodontic Container with Removal Tool, Brush and Lanyard, Black",3.99,1,112-0936471-0437033,Closed
JuliePhil,2020-06-29,B00009XT3H,"StarTech.com Anti-Static Mat - 25"" x 27.5"" Electrical Grounding Desk Pad - For Home or Work - Beige (M3013)",21.99,1,114-6261353-9933003,Closed
JuliePhil,2005-09-26,B000A6T26M,Jasmine Trias,14.99,1,104-8734482-8504728,Closed
JuliePhil,2005-09-26,B0007Z9R7A,Cinderella (Disney Special Platinum Edition),16.98,1,104-8734482-8504728,Closed
JuliePhil,2016-11-02,B01I958A5Y,EAAGD Wireless Digital Meat Thermometer - Remote BBQ Kitchen Cooking Thermometer for Oven Grill Smoker with Timer,15.97,1,116-7156438-4373814,Closed
JuliePhil,2016-11-02,B00004RC5A,Oneida Raffia 11 1/2-Inch Stainless Steel Salad Tongs,13.57,1,116-7156438-4373814,Closed
JuliePhil,2021-10-31,B01H4ZLZLQ,ELEGOO MEGA R3 Board ATmega 2560 + USB Cable Compatible with Arduino IDE Projects RoHS Compliant,15.99,2,114-2908565-5050642,Closed
JuliePhil,2022-04-22,B015YTKXWG,Nike Vapor 24/7 (Size 9) Official Football,34.99,1,113-2190427-3363455,Closed
JuliePhil,2023-10-02,B0B6C9R49Q,BAEHEU Mens Yoru Cosplay Jacket Coat Halloween Costume Outfit for Adult Blue Hoodie,29.99,1,111-0045722-8307457,Closed
JuliePhil,2026-02-21,B07RW3QTDG,D·S 30oz Yellow Tumbler Stainless Steel Insulated Travel Mug with Straw Lid Cleaning Brush (30oz Yellow),11.99,1,113-1213844-3917815,Closed
JuliePhil,2026-02-21,B08396NTPV,"D·S 30oz Blue Tumbler Stainless Steel Double Wall Vacuum Insulated Mug with Straw and Lid, Cleaning Brush for Cold and Hot Beverages",9.99,1,113-1213844-3917815,Closed
JuliePhil,2026-02-21,B08P12RPH6,KF-94 Face Mask - Good Manner - Korea Filter (10),8.3,1,113-1213844-3917815,Closed
JuliePhil,2018-11-10,B0779HYY55,Beckham Hotel Collection 1600 Series - Lightweight - Luxury Goose Down Alternative Comforter - Hotel Quality Comforter and Hypoallergenic - Full/Queen - Navy Blue,40.99,1,114-4612558-4341018,Closed
JuliePhil,2021-01-02,B08BBXHQK8,"2021 Calendar - Wall Calendar 2021 with Julian Date, Jan 2021 - Dec 2021, Twin-Wire-Bound, 14.76""x 11.6"", Thick Paper Perfect for Organizing & Planning, 6 Different Background Patterns",13.99,1,112-1794907-4733012,Closed
JuliePhil,2021-06-22,B08J5J9699,"2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Gold (8th Generation)",299,1,111-8189260-5113824,Closed
JuliePhil,2020-07-25,B07DZSXY6T,"Amazon Brand - Goodthreads Men's 11"" Inseam Lightweight Oxford Shorts, -gunmetal/grey, 28",23.68,1,112-0618041-6539435,Closed
JuliePhil,2025-05-09,B00UXG4WR8,"everydrop by Whirlpool Ice and Water Refrigerator Filter 1, EDR1RXD1, Single-Pack , Purple",49.98,1,113-4815819-9837029,Closed
JuliePhil,2010-12-06,B0019QEY1A,Avatar: The Last Airbender-Into the Inferno,19.2,1,103-3972004-7249822,Closed
JuliePhil,2020-09-22,B073CX6Q7V,"Threadmill Home Linen 600 Thread Count Queen Bed Sheets Set - 100% Extra-Long Staple Cotton Sheets for Queen Size Bed with Deep Pocket, Luxury 4 Piece Bedding Set, Smooth Solid Sateen Weave, Dark Grey",59.99,1,114-6825716-7069054,Closed
JuliePhil,2022-04-25,B071NL7BG8,"Wellmax WM99024S Grocery Utility Shopping Cart, Easily Collapsible and Portable to Save Space and Heavy Duty, Light Weight Trolley with Rolling Swivel Wheels",76.97,1,112-0393677-8353815,Closed
JuliePhil,2021-05-23,B01611P1TG,"Levi's Men's Carrier Cargo Short, Cougar/Ripstop, 28",29.84,1,112-1686631-7200246,Closed
JuliePhil,2021-04-17,B077HWK1QZ,"Hisencn Replacement Parts for Master Forge 1010037 Gas Grill Models, Stainless Steel Burners, Stainless Heat Plates Tent Shield and Cooking Grids Grill Grate Repair Kit",72.99,1,112-1212552-3921030,Closed
JuliePhil,2021-04-17,B073R45VHV,Supplying Demand MP21YA 8-inch Surface Burner Fits 9761345 8053268 660533 W10259865,18.99,1,112-1279216-1477048,Closed
JuliePhil,2025-04-29,B000BLJEKU,"BAZIC Assorted Dimensions 227g/0.5 lbs. Rubber Bands, Multi Color",5.42,1,113-7285871-5706667,Closed
JuliePhil,2013-04-26,B0053BCMAC,Paper Mario: Sticker Star,19.99,1,103-6659703-1924220,Closed
JuliePhil,2020-07-31,B01B1OD6MW,uxcell M2.5x8mm Thread Button Head Hex Socket Cap Screw Bolt 100pcs,7.69,1,114-1037664-3018659,Closed
JuliePhil,2020-07-31,B0006O4ADI,"Bondhus 10687 Set of 7 Balldriver Screwdrivers, ProGuard Finish, sizes 1.27-5mm",14.25,1,114-1037664-3018659,Closed
JuliePhil,2020-07-31,B000GATBSQ,"SlimLine 2232 Angled Flat Plug Extension Cord, Space Saving Flat Design, 3 Grounded Outlets, 13-Foot, 13 Amps, 1625 Watts, 125 Volts, UL Listed, I deal For Powering House Hold Appliances, Lamps and Cl",7.28,2,114-0631128-9345825,Closed
JuliePhil,2016-07-03,0316769487,The Catcher in the Rye,5.94,1,102-2199009-3660249,Closed
JuliePhil,2016-07-03,0307339343,10 Days That Unexpectedly Changed America (History Channel Presents),11.78,1,102-2199009-3660249,Closed
JuliePhil,2026-03-15,B07PRN21B3,"Simply 16x16x1 Air Filter, Merv 8, MPR 600, 6 Pack, Furnace Air Filter for HVAC (Actual Size: 15.75""x15.75""x0.75"") DUST, Pet, & Allergy Control",33.12,1,111-3765954-0834652,Closed
JuliePhil,2019-08-19,B07FVRJCFG,"Petift Drum Sticks Set,1 Pair 5A Maple Wood Drum Sticks,1 Pair Retractable Drum Wire Brushes and 1 Pair Rods Drum Brushes set for Kids, Adults, Rock Band, Jazz Folk Students with Portable Storage Bag",15.29,1,114-9233967-5893851,Closed
JuliePhil,2025-01-18,B00068UUTW,"Eastman 16 Inch Flexible Toilet Connector, 7/8 Inch Ballcock x 3/8 Inch Compression, Stainless Steel Braided Hose, 48089",6.39,1,111-8262870-4417067,Closed
JuliePhil,2025-01-18,B07RLNFRKV,"Cable Matters 2-Pack 5 Pin DIN MIDI Cable, 5 Pin MIDI Cable - 10 Feet",9.99,1,111-4041664-1217055,Closed
JuliePhil,2025-01-17,B087N6X64W,INKjetsclub Compatible Ink Cartridge Replacement for HP 933XL 932XL 933 932 XL for OfficeJet 6600 6700 7610 7612 7510 7110 6100 Printer(Black Cyan Magenta Yellow) 4 Packs,49.45,1,113-4561588-8731436,Closed
JuliePhil,2018-10-29,B00T8L27ZI,Vandoren SR213 Alto Sax Traditional Reeds Strength 3; Box of 10,29.01,1,112-4114286-0003409,Closed
JuliePhil,2018-10-29,B002DQ6EU4,"Scotch-Brite Lint Roller Combo Pack, 5-Rollers, 95-Sheets/Roller (475 Sheets Total)",15.19,1,112-3347767-9604246,Closed
JuliePhil,2018-02-27,B00TNT9CZ8,"7X FASTER Acne Treatment for Scars, Cystic Spots & Blackheads Secret TEA TREE OIL + Salicylic Acid Dermatologist Recommended for Fast Scar Removal - Get Rid of Bacne in Days (1 oz)",24.95,1,112-1839248-5521059,Closed
JuliePhil,2010-10-18,0545265355,Hunger Games Trilogy Boxset,27.94,1,103-4810374-4002652,Closed
JuliePhil,2010-10-18,0312537573,Murder on the Bride's Side: A Mystery,16.49,1,103-4810374-4002652,Closed
JuliePhil,2025-07-16,B092VPFJ7H,"Measuring Cups and Spoons Set of Huygens Kitchen Gadgets 10 Pieces, Stackable Stainless Steel Handle Measuring Cups for Measuring Dry and Liquid Ingredient (White)",6.9,1,113-8247514-3664213,Closed
JuliePhil,2015-09-28,080374093X,Catalyst,11.24,1,102-9114298-7392243,Closed
JuliePhil,2015-09-28,0142423610,Control,8.45,1,102-9114298-7392243,Closed
JuliePhil,2017-03-05,B007U453O2,Farberware Professional Ladle (Stainless Steel),7.99,1,107-0887355-0081033,Closed
JuliePhil,2010-06-24,030726999X,The Girl Who Kicked the Hornet's Nest,11.92,1,104-9670411-6444235,Closed
JuliePhil,2023-02-04,1338635174,The Ballad of Songbirds and Snakes (A Hunger Games Novel),14.62,1,111-5761839-0013000,Closed
JuliePhil,2015-12-14,B0043KJW5M,7 Wonders,31.99,1,102-9655949-9029032,Closed
JuliePhil,2016-08-22,B000B4IWEG,"The Hillman Group 830612 Stainless Steel 1/4 x 1-1/4-Inch Fender Washer, 100-Pack",19.33,1,107-3780460-6865050,Closed
JuliePhil,2016-08-25,B018WD9SVS,"32 Degrees Weatherproof Boy's Base Layer Thermal Shirt Long Underwear Set (L, Black)",24.99,1,111-9200697-0173026,Closed
JuliePhil,2020-01-03,B01FZ3BR5S,"PICTEK Gaming Mouse Wired [7200 DPI] [Programmable] [Breathing Light] Ergonomic Game USB Computer Mice RGB Gamer Desktop Laptop PC Gaming Mouse, 7 Buttons for Windows 7/8/10/XP Vista Linux, Black",13.99,1,114-7964703-6343434,Closed
JuliePhil,2016-12-05,B00IKQXWVA,Viactiv Calcium Plus D Milk Chocolate Flavored Dietary Supplement - 180 Chews,24.73,2,116-0648239-9789816,Closed
JuliePhil,2021-09-26,B00B1UM8HQ,Anomia Party Edition. Fun Family Card Game for Teens and Adults. Popular for Families and Couples.,21.93,1,111-0885480-6451464,Closed
JuliePhil,2026-01-12,B08KTVGGR6,"Amazon Basics Retractable Tape Measure with Push Button, Easy to Use, 16 Feet, Pink",6.48,1,113-9464928-7948254,Closed
JuliePhil,2026-01-12,B07W1WVXX3,"Amazon Grocery, Dill Weed, 1.1 Oz (Previously Happy Belly, Packaging May Vary)",3.06,2,113-9464928-7948254,Closed
JuliePhil,2017-09-20,B01D2ZM6OW,"SiCoHome Treasure Box 9.0inch Pirate Small Trunk Box for Jewelry Storage,Cards Collection,Gifts and Home Decoration",15.99,1,112-0120886-7553811,Closed
JuliePhil,2003-07-09,0970434480,Say Good-Bye to Illness,19.2,1,102-0242272-8224972,Closed
JuliePhil,2016-02-21,B0063KXZQ2,Turcom Ultra Capacity Portable External Battery Pack for Laptops and Notebooks (TS-282),87.74,1,114-6522854-3718663,Closed
JuliePhil,2016-02-21,B00E39GCP6,Power converter Cable Adapter for Lenovo ThinkPad X1 Carbon 0B47046 Laptop,4.5,1,114-6522854-3718663,Closed
JuliePhil,2018-12-15,B01B1VC13K,"Instant Pot DUO80 8 Qt  7-in-1 Multi- Use Programmable Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Sauté, Yogurt Maker and Warmer",99.95,3,114-4187729-5965016,Closed
JuliePhil,2010-12-19,B000FJ9QJC,Johnny Reb Pistol & Holster Set,23.97,1,002-4957643-9249060,Closed
JuliePhil,2007-11-28,B000UD0HR8,Nintendo DS Lite Eva Carrying Case for Nitendo DS Lite NDS Lite + Bonus Screen Protector Kit (White),14.99,1,105-7506569-8285849,Closed
JuliePhil,2007-11-28,B000ZZSI0E,Nintendo DS Lite Eva Carrying Case for Nitendo DS Lite NDS Lite + Bonus Screen Protector Kit (Special Edition Black),14.99,1,105-7506569-8285849,Closed
JuliePhil,2024-09-30,B07D9XW1K4,"Purina Friskies Dry Cat Food, Surfin' & Turfin' Favorites - (Pack of 4) 3.15 lb. Bags",20.96,1,114-6237551-3628261,Closed
JuliePhil,2023-11-22,B08966BN6P,"Better Body Co. Provitalize | Probiotics for Women, Menopause, 68.2 Billion CFU, Digestive Health - Relief for Bloating, Hot Flashes, Joint Support, Night Sweats - Gut Health & Metabolism - 60 Caps",49,1,114-0858252-9402635,Closed
JuliePhil,2017-06-16,B01ES40792,"Hanes Men's Sport Performance Run Short, Ebony, Medium",15,1,113-5689942-6509824,Closed
JuliePhil,2024-11-26,B00V523IWO,"Wonderful Pistachios In Shell, Salt & Pepper Flavored Nuts, 48 Ounce Bag, Protein Snacks, Gluten Free, Healthy Snacks for Adults",16.69,1,114-8101035-1641811,Closed
JuliePhil,2023-07-06,B07KXQX3S3,"SanDisk 128GB microSDXC-Card, Licensed for Nintendo-Switch - SDSQXAO-128G-GNCZN",15.29,1,111-4947128-7569004,Closed
JuliePhil,2023-07-06,B00XDKKQ9E,"Volbox inline audio volume control attenuator 3.5mm 1/8"" aux",18.99,1,113-3175768-7189848,Closed
JuliePhil,2021-05-02,152475921X,Eat a Peach: A Memoir,14,1,112-2032654-4274613,Closed
JuliePhil,2021-05-02,198481835X,The Book of Two Ways: A Novel,14.49,1,112-2032654-4274613,Closed
JuliePhil,2017-12-25,B015IZ1E7E,"HP 60 Black & Tri-Color Original Ink Cartridges, 2 Cartridges (CC640WN, CC643WN)",35.19,1,114-0139191-8323431,Closed
JuliePhil,2011-11-28,B0051QVESA,"Kindle, Wi-Fi, 6"" E Ink Display - includes Special Offers & Sponsored Screensavers",79,1,002-8722934-2605807,Closed
JuliePhil,2009-01-14,B001DSR00G,Wham-O Snowball Blaster - Blue,29.99,1,002-6695129-1059444,Closed
JuliePhil,2012-11-06,B0050SYX8W,Halo 4 ($10 Amazon Instant Video Credit),59,1,106-2582272-3356221,Closed
JuliePhil,2015-06-09,030681739X,"When Asia Was the World: Traveling Merchants, Scholars, Warriors, and Monks Who Created the ""Riches of the ""East""",13.69,1,114-1894257-1288266,Closed
JuliePhil,2015-06-09,0812984676,12.21: A Novel,16.73,1,114-1894257-1288266,Closed
JuliePhil,2024-10-21,B07CZDFG2W,"BULLIANT Men's Belt,Reversible Belt 1.25"" For Gift Mens Casual Golf Dress pants shirts,One Reverse For 2 Sides(Black/Light Brown,28""-30"" Waist Adjustable)",24.99,1,114-7003951-7369809,Closed
JuliePhil,2020-05-21,B01JTDG084,"GreaterGoods Digital Food Kitchen Scale, Multifunction Scale Measures in Grams and Ounces (Ash Grey)",14.95,1,112-2962314-8495427,Closed
JuliePhil,2020-05-21,B001DU57R2,"Delta RP46074 Universal Valve Cartridge Assembly- Multi-Choice Universal - 13 / 14 Series, White",50.61,1,114-5348516-6623433,Closed
JuliePhil,2020-05-20,B084MHDM8C,Parasite Noodles Ram-don Jjapaguri Chapagetti and Neoguri Combination 3 Pack Each Korean Ramen Black Bean Noodles in a PINKRISTMAS Gift Box,25.99,2,112-8174980-4733058,Closed
JuliePhil,2019-06-07,B01MAV3GQ6,"Akro-Mils 10144REDBLK 44-Drawer Hardware & Craft Plastic Cabinet, Red & Black,",27.91,1,114-3911260-6821807,Closed
JuliePhil,2019-06-07,B008A36R2Y,Arduino Leonardo with HEADERS [A000057],17.46,1,114-6074063-9488240,Closed
JuliePhil,2025-09-14,B0009X29WK,Dr. Elsey's Ultra UnScented Clumping Clay Cat Litter 40 lb. Bag,20.99,1,111-7924060-1282609,Closed
JuliePhil,2015-06-04,B00ESH3ROM,Nike Men's Hypervenom Phatal FG Vbrnt Yllw/Blk/Mtllc Slvr/Vlt Soccer Cleat 8 Men US,61.99,1,106-0498498-2803418,Closed
JuliePhil,2019-06-29,B07L5B64RG,Getaria 2.4GHZ Wireless Guitar System Built-in Rechargeable Lithium Battery Digital Transmitter Receiver for Electric Guitar Bass (Black),39.99,1,114-3581071-4898658,Closed
JuliePhil,2022-11-03,B0843SCLYH,"Anker USB C Car Charger, 40W 2-Port PowerIQ 3.0 Type C Car Adapter, PowerDrive III Duo with Power Delivery for iPhone 13/13 Mini/13 Pro/13 Pro Max/12, Galaxy S10/S9, Pixel, iPad/iPad Mini and More",23.99,1,111-0545707-2073044,Closed
JuliePhil,2019-07-03,B0009X29WK,"Dr. Elsey's Ultra Premium Clumping Cat Litter, 40 pound bag ( Pack May Vary )",18.49,1,112-1479226-9729815,Closed
JuliePhil,2024-12-10,B072VQY7M7,"BUG HULL Pill Organizer 3 Times a Day, Large Weekly Medicine Pill Organizer 3X a Day, 7 Day Pill Box Cases Morning Noon Evening for Vitamin, Cod-Liver Oil, Supplements (White)",7.99,1,113-0102861-7843449,Closed
JuliePhil,2026-03-20,B0D63573CF,"Life360 Tile - Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags and More. Phone Finder. Both iOS and Android Compatible. 2-Pack (Black/White)",44.99,1,111-3878464-2977825,Closed
JuliePhil,2021-01-17,B07D9XW1K4,"Purina Friskies Dry Cat Food, Surfin' & Turfin' Favorites - (4) 3.15 lb. Bags",17.96,1,112-3103299-0395462,Closed
JuliePhil,2021-01-17,B072BX8W68,"Bosch 2357ALL Light Bulb, 2 Pack",4.99,1,113-9678458-2518644,Closed
JuliePhil,2021-01-19,B01HSNURGI,"Mead Spiral Notebook, 6 Pack of 1-Subject College Ruled Spiral Bound Notebooks, Pastel Color Cute school Notebooks, 70 Pages",13.97,1,112-4381458-7175453,Closed
JuliePhil,2011-10-31,B004OEQW78,16x25x5 Honeywell Popup Media Air Filter,33.5,5,002-8759086-8837022,Closed
JuliePhil,2020-12-14,B01LT4XQHE,"WE Games Color Bright Plastic Staunton Tournament Chessmen with 3.75 in. King - Half Set, Black",10.99,1,113-7277966-4701855,Closed
JuliePhil,2012-09-01,B0058YPL66,Once Upon a Time: The Complete First Season,29.99,1,002-9187757-2374603,Closed
JuliePhil,2011-05-16,B004H73734,The Hole in Our Gospel: What Does God Expect of Us? The Answer That Changed My Life and Might Just Change the World by Richard Stearns,9.49,1,002-5657030-7184213,Closed
JuliePhil,2021-09-13,B081D7WG7Q,Trimfit Boys Soft 100% Cotton Tagless Briefs (8-Pack) Blue/Grey,16.98,1,112-0979946-9182654,Closed
JuliePhil,2017-07-27,0743477103,Macbeth (Folger Shakespeare Library),3.4,1,111-5938744-6179438,Closed
JuliePhil,2020-09-10,B07GZ7ZJXV,"B11 E12 LED Candelabra Base Bulbs 60W Equivalent - FLSNT 4.5W Dimmable LED Candle Light Bulbs - 2700K Soft White,450LM,CRI80 - Pack of 12",19.99,1,112-0290103-4285060,Closed
JuliePhil,2007-11-28,B000I10PY2,Nintendo DS Lite Onyx Black,129.99,1,105-6008109-5316242,Closed
JuliePhil,2007-11-28,B000G75AXE,Pokemon Ranger,29.99,1,105-6008109-5316242,Closed
JuliePhil,2007-11-28,B000A2R54M,Mario Kart,34.99,1,105-6008109-5316242,Closed
JuliePhil,2007-11-28,B0009Z3MQK,Animal Crossing: Wild World,31.99,1,105-6008109-5316242,Closed
JuliePhil,2007-11-28,B000MJB0H6,Pokemon Diamond,33.99,1,105-6008109-5316242,Closed
JuliePhil,2007-11-28,B000VXJEW6,Nintendo DS Lite Crimson & Black,129.99,1,105-6008109-5316242,Closed
JuliePhil,2020-09-14,B07JBX572X,"Authenzo Humane Smart No Kill Mouse Trap Catch and Release, Safe for People and Pet-2, Brown",13.99,1,112-4268914-8562615,Closed
JuliePhil,2022-05-16,B07WFBKG6C,"BLACK+DECKER Powerseries Extreme Cordless Stick Vacuum Cleaner, Blue (BSV2020G)",179.99,1,112-2312602-8802628,Closed
JuliePhil,2020-10-28,B000MFN8B6,"Ernie Ball Extra Slinky Nickel Wound Set, .008 - .038",5.49,2,113-2307417-0082630,Closed
